threshold,precision,recall,f1,flagged
1.25,0.006234413965087282,0.21739130434782608,0.012121212121212121,802
1.3000000000000003,0.007112375533428165,0.21739130434782608,0.013774104683195593,703
1.35,0.005067567567567568,0.13043478260869565,0.00975609756097561,592
1.4000000000000004,0.006,0.13043478260869565,0.011472275334608031,500
1.4500000000000002,0.004784688995215311,0.08695652173913043,0.009070294784580499,418
1.5,0.002890173410404624,0.043478260869565216,0.005420054200542005,346
1.5500000000000003,0.0033783783783783786,0.043478260869565216,0.006269592476489028,296
1.6,0.004016064257028112,0.043478260869565216,0.007352941176470588,249
1.6500000000000004,0.004830917874396135,0.043478260869565216,0.008695652173913044,207
1.7000000000000002,0.006024096385542169,0.043478260869565216,0.010582010582010581,166
1.75,0.007352941176470588,0.043478260869565216,0.012578616352201259,136
1.8000000000000003,0.008849557522123894,0.043478260869565216,0.014705882352941176,113
1.85,0.010752688172043012,0.043478260869565216,0.017241379310344827,93
1.9000000000000004,0.0136986301369863,0.043478260869565216,0.020833333333333332,73
1.9500000000000002,0.017241379310344827,0.043478260869565216,0.024691358024691357,58
2.0,0.022727272727272728,0.043478260869565216,0.029850746268656716,44
2.05,0.025,0.043478260869565216,0.031746031746031744,40
2.1000000000000005,0.03225806451612903,0.043478260869565216,0.037037037037037035,31
2.1500000000000004,0.045454545454545456,0.043478260869565216,0.044444444444444446,22
2.2,0.05,0.043478260869565216,0.046511627906976744,20
2.25,0.0,0.0,0.0,15
2.3,0.0,0.0,0.0,12
2.3500000000000005,0.0,0.0,0.0,11
2.4000000000000004,0.0,0.0,0.0,11
2.45,0.0,0.0,0.0,9
2.5,0.0,0.0,0.0,7
2.55,0.0,0.0,0.0,6
2.6000000000000005,0.0,0.0,0.0,5
2.6500000000000004,0.0,0.0,0.0,4
2.7,0.0,0.0,0.0,3
2.75,0.0,0.0,0.0,3
2.8000000000000007,0.0,0.0,0.0,3
2.8500000000000005,0.0,0.0,0.0,3
2.9000000000000004,0.0,0.0,0.0,2
2.95,0.0,0.0,0.0,0
3.0,0.0,0.0,0.0,0
3.0500000000000007,0.0,0.0,0.0,0
3.1000000000000005,0.0,0.0,0.0,0
3.1500000000000004,0.0,0.0,0.0,0
3.2,0.0,0.0,0.0,0
3.25,0.0,0.0,0.0,0
3.3000000000000007,0.0,0.0,0.0,0
3.3500000000000005,0.0,0.0,0.0,0
3.4000000000000004,0.0,0.0,0.0,0
3.45,0.0,0.0,0.0,0
3.5,0.0,0.0,0.0,0
3.5500000000000007,0.0,0.0,0.0,0
3.6000000000000005,0.0,0.0,0.0,0
3.6500000000000004,0.0,0.0,0.0,0
3.7,0.0,0.0,0.0,0
3.75,0.0,0.0,0.0,0
3.8000000000000007,0.0,0.0,0.0,0
3.8500000000000005,0.0,0.0,0.0,0
3.9000000000000004,0.0,0.0,0.0,0
3.95,0.0,0.0,0.0,0
4.0,0.0,0.0,0.0,0
